invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-44150900046,2022-01-26,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503.0,POINT (-95.827277 41.244233),78,POTTAWATTA,1081100.0,Coffee Liqueurs,370,PERNOD RICARD USA,67526,Kahlua Coffee,12,750,12.99,19.49,36,701.64,27.0,7.13
INV-18431800040,2019-03-28,2671,Hy-Vee  /  Jefferson,"106, W Washington St",Jefferson,50129,POINT (-94.375508 42.017267),37,GREENE,1011600.0,Straight Rye Whiskies,255,Infinium Spirits,27175,Templeton 4YR Rye,6,1000,21.0,31.5,2,63.0,2.0,0.52
S31543500151,2016-03-31,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,POINT (-90.193204 41.836268000000004),23,Clinton,1012210.0,SINGLE MALT SCOTCH,370,Pernod Ricard USA/Austin Nichols,5037,Glenlivet 12 Yr Malt Scotch,12,1000,28.48,42.72,5,213.6,5.0,1.32
S12003000023,2013-05-02,3973,Mmdg Spirits / Ames,126A WELCH AVE,AMES,50014,POINT (-93.650131 42.021789),85,Story,1081380.0,MISCELLANEOUS SCHNAPPS,65,Jim Beam Brands,82627,Dekuyper Cherry Pucker,12,1000,7.62,11.43,4,45.72,4.0,1.06
INV-42657700077,2021-12-07,2567,Hy-Vee Drugstore / Davenport,2200 West Kimberly,Davenport,52806.0,POINT (-90.608201 41.560663),82,SCOTT,1062100,Gold Rum,35,BACARDI USA INC,43040,Bacardi Gold PET,6,1750,15.0,22.5,60,1350.0,105.0,27.73
S24193600081,2015-02-24,3942,Twin Town Liquor,104 HIGHWAY 30 WEST,TOLEDO,52342,POINT (-92.579446 41.985985),86,Tama,1051120.0,CHERRY BRANDIES,434,Luxco-St Louis,55504,Paramount Cherry Brandy,24,375,3.55,5.33,5,26.65,1.88,0.5
S08198300066,2012-10-09,2624,Hy-Vee #2 / Dubuque,2395 NW ARTERIAL RD,DUBUQUE,52002,POINT (-90.741064 42.516633),31,Dubuque,1011500.0,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.08,27.13,30,813.9,22.5,5.94
S19671300003,2014-06-23,3814,Costco Wholesale #788,7205 MILLS CIVIC PKWY,WEST DES MOINES,50266,POINT (-93.806489 41.561342),25,Dallas,1042100.0,IMPORTED DRY GINS,260,Diageo Americas,28868,Tanqueray Gin,6,1750,24.5,36.74,690,25350.6,1207.5,318.99
S14929400005,2013-10-02,9002,Mississippi River Distillery,303 N CODY RD,LECLAIRE,52753,POINT (-90.34359400000001 41.599733),82,Scott,1011500.0,STRAIGHT RYE WHISKIES,306,Mississippi River Distilling Co.,27027,Cody Road Rye,6,750,19.33,29.0,66,1914.0,49.5,13.08
INV-06862900001,2017-08-24,3420,Sam's Club 6344 / Windsor Heights,,,,,,,1901200.0,Special Order Items,421,SAZERAC COMPANY  INC,936859,Member's Mark Vodka,6,1750,8.51,12.77,360,4597.2,630.0,166.43
INV-27591800209,2020-05-29,2569,Hy-Vee Food Store #2 / Cedar Rapids,279 Collins Road NE,Cedar Rapids,52402.0,POINT (-91.630677 42.027805),57,LINN,1081500.0,Triple Sec,65,Jim Beam Brands,86112,Dekuyper Triple Sec,12,1000,2.33,3.5,4,14.0,4.0,1.05
INV-25647700154,2020-03-05,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320.0,POINT (-93.596754 41.554101),77,POLK,1091100.0,American Distilled Spirit Specialty,154,DUNKEL CORPORATION / Iowa Distilling,77805,Saints N Sinners Apple Pie,12,750,8.0,12.0,36,432.0,27.0,7.13
INV-39359500127,2021-08-19,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320.0,POINT (-93.596754 41.554101),77,POLK,1081500.0,Triple Sec,434,LUXCO INC,86251,Juarez Triple Sec,12,1000,2.42,3.63,84,304.92,84.0,22.19
INV-23543600014,2019-11-27,3549,Quicker Liquor Store,1414 48th St,Fort Madison,52627,POINT (-91.373211 40.62422600000001),56,LEE,1081100.0,Coffee Liqueurs,421.0,SAZERAC COMPANY  INC,67586,Kapali Coffee Liqueur,12,750,5.72,8.58,36,237.24,27.0,7.13
INV-23536700036,2019-11-27,5334,Mill St Liquor,107 N Mill St,Lake Mills,50450,POINT (-93.535032 43.419668),95,WINNEBAGO,1081100.0,Coffee Liqueurs,370.0,PERNOD RICARD USA,67527,Kahlua Coffee,12,1000,15.15,22.73,4,90.92,4.0,1.05
S16754400002,2014-01-09,3647,Wal-Mart 2889 / Clinton,2715 SOUTH 25TH ST,CLINTON,52732,POINT (-90.245005 41.818874),23,Clinton,1031100.0,100 PROOF VODKA,300,Mccormick Distilling Company,36908,Mccormick Vodka Pet,6,1750,7.47,11.21,30,336.3,52.5,13.87
S32125400057,2016-05-03,4291,Fareway Stores #597 / Creston,105 E Adams St,Creston,50801,POINT (-94.237509 40.715722),88,Union,1081030.0,COFFEE LIQUEURS,65,Jim Beam Brands,67557,Kamora Coffee Liqueur,12,1000,8.39,12.59,4,50.36,4.0,1.06
INV-19166900024,2019-05-06,2512,Hy-Vee Wine and Spirits / Iowa City,1720 Waterfront Dr,Iowa City,52240,POINT (-91.53046300000001 41.642764),52,JOHNSON,1081500.0,Triple Sec,65,Jim Beam Brands,86112,Dekuyper Triple Sec,12,1000,2.33,3.5,48,168.0,48.0,12.68
INV-19122600167,2019-05-02,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1081100.0,Coffee Liqueurs,65,Jim Beam Brands,67557,Kamora Coffee Liqueur,12,1000,8.39,12.59,2,25.18,2.0,0.52
INV-36346900052,2021-05-04,4891,Schottsy's Liquor,109 5th St,Sibley,51249.0,POINT (-95.759943 43.403935),72,OSCEOLA,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67524,Kahlua Coffee,24,375,6.49,9.74,3,29.22,1.12,0.29
INV-36467500004,2021-05-10,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320.0,POINT (-93.596754 41.554101),77,POLK,1901200,Special Order Items,370,PERNOD RICARD USA,902150,Hiram Walker Blue Curacao,12,750,4.0,6.0,36,216.0,27.0,7.13
S04905700002,2012-04-05,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,POINT (-93.619787 41.60566),77,Polk,1012210.0,SINGLE MALT SCOTCH,477,Total Beverage Solutions,902209,Edradour 10yr Sing Malt Scotch,6,750,29.67,44.51,18,801.18,13.5,3.57
S17928000136,2014-03-17,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1081400.0,TRIPLE SEC,434,Luxco-St Louis,86251,Juarez Triple Sec,12,1000,2.21,3.31,72,238.32,72.0,19.02
INV-25801800090,2020-03-11,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503.0,POINT (-95.825137 41.242732),78,POTTAWATTA,1091200.0,Neutral Grain Spirits,434,LUXCO INC,41846,Everclear 151,12,750,8.0,12.0,36,432.0,27.0,7.13
INV-34138500047,2021-02-09,3881,7 Rayos Liquor Store,120 E Main St,Marshalltown,50158.0,POINT (-92.9104 42.049166),64,MARSHALL,1081100,Coffee Liqueurs,370.0,PERNOD RICARD USA,67527,Kahlua Coffee,12,1000,15.99,23.99,6,143.94,6.0,1.58
INV-39540900091,2021-08-25,2556,Hy-Vee Wine and Spirits / Estherville,1033 Central Avenue,Estherville,51334.0,POINT (-94.829962 43.402096),32,EMMET,1081500.0,Triple Sec,434,LUXCO INC,86507,Paramount Triple Sec,12,1000,3.84,5.76,5,28.8,5.0,1.32
S18669900074,2014-04-29,3529,A To Z Liquor and Smoke Shop,114 S SECOND,CHEROKEE,51012,POINT (-95.55132 42.749013),18,Cherokee,1042100.0,IMPORTED DRY GINS,260,Diageo Americas,28867,Tanqueray Gin,12,1000,14.99,22.48,4,89.92,4.0,1.06
S13692700020,2013-08-01,3582,Korthouse Liquor,102 W 1ST ST,LEON,50144,POINT (-93.747995 40.739495),27,Decatur,1081400.0,TRIPLE SEC,434,Luxco-St Louis,86507,Paramount Triple Sec,12,1000,3.75,5.62,4,22.48,4.0,1.06
INV-33427800006,2021-01-13,5861,Taylor Quik Pik - Council Bluffs,14151 Wabash Avenue,Council Bluffs,51503.0,POINT (-95.81790900000001 41.220431),78,POTTAWATTA,1082100.0,Imported Cordials & Liqueur,192,"Mast-Jagermeister US, Inc",65259,Jagermeister Liqueur Mini Meisters,12,20,4.93,7.4,12,88.8,0.24,0.06
S30322700039,2016-01-21,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613739 41.60572),77,Polk,1011500.0,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.09,27.14,30,814.2,22.5,5.94
S31844700007,2016-04-19,4986,218 Fuel Express & Chubby's Liquor,68 MONROE ST,FLOYD,50435,POINT (-92.73738 43.122076),34,Floyd,1031100.0,100 PROOF VODKA,229,Dehner Distillery,36447,Ingenioz,12,750,12.54,18.81,36,677.16,27.0,7.13
INV-14813000006,2018-10-03,2501,Hy-Vee  #2 / Ames,640 Lincolnway,Ames,50010,POINT (-93.619455 42.022848),85,STORY,1091000.0,American Distilled Spirits Specialty,421,SAZERAC COMPANY  INC,927618,HA White Dog Straight Rye,12,375,9.0,13.5,3,40.5,1.12,0.29
S28200300049,2015-09-30,3842,Bancroft Liquor Store,107 N PORTLAND ST PO BX 222,BANCROFT,50517,POINT (-94.218 43.29355),55,Kossuth,1701100.0,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,558,Crown Royal w/2 Glasses,4,1750,31.99,47.99,4,191.96,7.0,1.85
S07066800097,2012-08-13,3692,Wilkie Liquors,724  1ST ST E,MT VERNON,52314,POINT (-91.960918 41.994458),57,Linn,1081400.0,TRIPLE SEC,434,Luxco-St Louis,86507,Paramount Triple Sec,12,1000,3.75,5.62,240,1348.8,240.0,63.4
S07456700001,2012-08-30,3814,Costco Wholesale #788,7205 MILLS CIVIC PKWY,WEST DES MOINES,50266,POINT (-93.806489 41.561342),25,Dallas,1012300.0,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15626,Jameson,12,750,13.9,20.85,72,1501.2,54.0,14.27
S04575800017,2012-03-15,3973,Mmdg Spirits / Ames,126A WELCH AVE,AMES,50014,POINT (-93.650131 42.021789),85,Story,1081312.0,BUTTERSCOTCH SCHNAPPS,65,Jim Beam Brands,82787,Dekuyper Buttershots,12,1000,7.35,11.02,5,55.1,5.0,1.32
S13836500070,2013-08-12,2599,Hy-Vee Wine and Spirits / Coralville,1914 8TH STREET,CORALVILLE,52241,POINT (-91.590715 41.682013),52,Johnson,1011500.0,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.08,27.13,18,488.34,13.5,3.57
S24019500015,2015-02-12,4185,Fareway Stores #737 / Grinnell,727 WEST ST,GRINNELL,50112,POINT (-92.727347 41.741352),79,Poweshiek,1012300.0,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15626,Jameson,12,750,14.49,21.74,36,782.64,27.0,7.13
S10116700016,2013-01-21,3654,The Beverage Shop / Belmond,207 E MAIN ST,BELMOND,50421,POINT (-93.615247 42.845901),99,Wright,1042100.0,IMPORTED DRY GINS,260,Diageo Americas,28867,Tanqueray Gin,12,1000,14.99,22.48,4,89.92,4.0,1.06
INV-33623000003,2021-01-20,5911,Old Fire Liquor / Buffalo Center,113 1st St NW,Buffalo Center,50424.0,POINT (-93.947595 43.386755),95,WINNEBAGO,1091300,Neutral Grain Spirits Flavored,346.0,OLE SMOKY DISTILLERY LLC,86843,Ole Smoky Salty Caramel Whiskey,6,750,10.0,15.0,18,270.0,13.5,3.56
INV-33810300038,2021-01-27,2512,Hy-Vee Wine and Spirits / Iowa City,1720 Waterfront Dr,Iowa City,52240.0,POINT (-91.53046300000001 41.642764),52,JOHNSON,1082100,Imported Cordials & Liqueur,192.0,"Mast-Jagermeister US, Inc",65259,Jagermeister Liqueur Mini Meisters,12,20,4.93,7.4,12,88.8,0.24,0.06
INV-39143200076,2021-08-11,2653,Hy-Vee Wine and Spirits / Washington,1004 W Madison St,Washington,52353.0,POINT (-91.704567 41.296576),92,WASHINGTON,1062100.0,Gold Rum,434,LUXCO INC,45247,Paramount Gold Rum,12,1000,4.42,6.63,2,13.26,2.0,0.52
INV-39348400047,2021-08-19,2670,Hy-Vee Food Store / Coralville,2004 8th  St,Coralville,52241.0,POINT (-91.591868 41.682337000000004),52,JOHNSON,1092100.0,Imported Distilled Spirit Specialty,353,"John Ernest Distillery, Inc.",65750,Don Agave Gold,12,1000,6.66,9.99,48,479.52,48.0,12.68
INV-39445100001,2021-08-23,4677,Costco Wholesale #1111 / Coralville,2900 Heartland Dr,Coralville,52241.0,POINT (-91.61494100000002 41.698028),52,JOHNSON,1011500.0,Bottled in Bond Bourbon,619,Campari America,22199,Wild Turkey Rare Breed,6,750,25.0,37.5,60,2250.0,45.0,11.88
S30635500003,2016-02-09,4557,Hometown Foods / Traer,420 SECOND ST,TRAER,50675,POINT (-92.468086 42.193386),86,Tama,1031100.0,100 PROOF VODKA,55,Sazerac North America,37938,Skol Vodka,6,1750,7.11,10.67,24,256.08,42.0,11.1
S30657000013,2016-02-09,4528,Casey's General Store #1303 / Marsha,111 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908032 42.051236),64,Marshall,1052100.0,,420,"Moet Hennessy USA, Inc.",48099,Hennessy VS,24,200,5.74,8.61,24,206.64,4.8,1.27
S31966300023,2016-04-26,3542,Chuck's Sportsmans Beverage,244 W 4TH ST,ST ANSGAR,50472,POINT (-92.921298 43.378499),66,Mitchell,1081370.0,WATERMELON SCHNAPPS,65,Jim Beam Brands,82867,Dekuyper Watermelon Pucker,12,1000,7.87,11.81,4,47.24,4.0,1.06
S32231600006,2016-05-11,2614,Hy-Vee #3 Food and Drugstore,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,Scott,1042100.0,IMPORTED DRY GINS,260,Diageo Americas,28868,Tanqueray Gin,6,1750,24.99,37.49,3,112.47,5.25,1.39
S32128800029,2016-05-05,4068,Sa Petro Mart,136  1st St,West Des Moines,50265,POINT (-93.703344 41.570743),77,Polk,1081380.0,MISCELLANEOUS SCHNAPPS,55,Sazerac North America,84172,99 Bananas Mini,10,600,5.94,8.91,2,17.82,1.2,0.32
INV-15024500048,2018-10-12,3477,Sam's Club 6472 / Council Bluffs,3221 Manawa Centre Dr,Council Bluffs,51501,POINT (-95.847163 41.225208),78,POTTAWATTA,1092100.0,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.0,7.5,72,558.72,72.0,19.02
INV-43038600001,2021-12-17,6195,DT Liquor LLC / DeWitt,301 11th Street,DeWitt,52742.0,POINT (-90.534769 41.826248),23,CLINTON,1700000,Temporary &  Specialty Packages,421,SAZERAC COMPANY  INC,100847,Fireball Cinnamon Whiskey Candy Canes,1,50,51.6,77.4,11,851.4,0.55,0.14
S20041100080,2014-07-10,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,POINT (-92.455796 42.517182),7,Black Hawk,1081400.0,TRIPLE SEC,434,Luxco-St Louis,86251,Juarez Triple Sec,12,1000,2.21,3.31,60,198.6,60.0,15.85
S18135800048,2014-03-31,3494,Sam's Club 6514 / Waterloo,210 EAST TOWER PARK DR,WATERLOO,50702,POINT (-92.353103 42.456374),7,Black Hawk,1081700.0,DISTILLED SPIRITS SPECIALTY,421,"Sazerac Co., Inc.",77487,Tortilla Gold Dss,12,1000,4.51,6.76,564,3812.64,564.0,148.99
S20967500029,2014-09-02,3763,Main Street Liquors / Hawarden,911 CENTRAL AVE,HAWARDEN,51023,POINT (-96.48518900000002 42.996100000000006),84,Sioux,1081010.0,AMERICAN AMARETTO,434,Luxco-St Louis,76487,Paramount Amaretto,12,1000,4.05,6.08,4,24.32,4.0,1.06
S20577500006,2014-08-11,4228,Fareway Stores #462 / Vinton,501 A AVE,VINTON,52349,POINT (-92.025603 42.166166),6,Benton,1011500.0,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.09,27.14,60,1628.4,45.0,11.89
INV-07016000007,2017-08-31,2561,Hy-Vee Food Store / Fleur / DSM,4605 Fleur Drive,Des Moines,50321,POINT (-93.64494300000001 41.542748),77,POLK,1091300.0,Neutral Grain Spirits Flavored,384,PIEDMONT DISTILLERS INC,76036,Midnight Moon Apple Pie,6,750,11.5,17.25,18,310.5,13.5,3.57
INV-14157300113,2018-08-30,4829,Central City 2,1501 Michigan Ave,Des Moines,50314,POINT (-93.613739 41.60572),77,POLK,1092100.0,Imported Distilled Spirit Specialty,434.0,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,60,465.6,60.0,15.85
INV-34010200021,2021-02-03,2191,Keokuk Spirits,1013 Main,Keokuk,52632.0,POINT (-91.387797 40.400038),56,LEE,1092100,Imported Distilled Spirit Specialty,434.0,LUXCO INC,75087,Juarez Gold DSS,12,1000,5.0,7.5,72,540.0,72.0,19.02
INV-23224100006,2019-11-13,4042,Lake Ohana Market / Mineola,23226 Centre Dr,Glenwood,51534,POINT (-95.742414 41.130204),65,MILLS,1011600.0,Straight Rye Whiskies,255.0,Infinium Spirits,27175,Templeton 4YR Rye,6,1000,21.0,31.5,6,189.0,6.0,1.58
S31832100020,2016-04-18,2601,Hy-Vee Food Store / Fairfield,1300 WEST BURLINGTON AVE,FAIRFIELD,52556,POINT (-91.978702 41.006456),51,Jefferson,1081380.0,MISCELLANEOUS SCHNAPPS,55,Sazerac North America,84171,99 Bananas,48,100,0.89,1.34,48,64.32,4.8,1.27
INV-42731000005,2021-12-09,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401.0,POINT (-91.659875 41.97574),57,LINN,1081500,Triple Sec,421,SAZERAC COMPANY  INC,86390,Montezuma Triple Sec,12,1000,2.13,3.2,60,192.0,60.0,15.85
S27723200002,2015-09-04,3494,Sam's Club 6514 / Waterloo,210 EAST TOWER PARK DR,WATERLOO,50702,POINT (-92.353103 42.456374),7,Black Hawk,1701100.0,DECANTERS & SPECIALTY PACKAGES,259,Heaven Hill Brands,2229,Christian Brothers Holiday Nog,12,750,4.46,6.69,36,240.84,27.0,7.13
S08415300003,2012-10-17,4152,Food Land Super Markets / Missouri V,407 W HURON,MISSOURI VALLEY,51555,POINT (-95.899346 41.557404),43,Harrison,1011500.0,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.08,27.13,30,813.9,22.5,5.94
S25637700137,2015-05-13,3926,Liquor Downtown / Iowa City,315 S GILBERT ST,IOWA CITY,52240,POINT (-91.530181 41.657654),52,Johnson,1012300.0,IRISH WHISKIES,65,Jim Beam Brands,15737,2 Gingers Mini,1,4800,45.12,67.68,1,67.68,4.8,1.27
S08534500047,2012-10-24,3963,Tobacco Hut #14 / Council Bluffs,1925 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.873073 41.261866),78,Pottawattamie,1051110.0,BLACKBERRY BRANDIES,434,Luxco-St Louis,55084,Paramount Blackberry Brandy,24,375,3.54,5.31,5,26.55,1.88,0.5
S09650700158,2012-12-21,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1081400.0,TRIPLE SEC,434,Luxco-St Louis,86251,Juarez Triple Sec,12,1000,2.21,3.31,132,436.92,132.0,34.87
INV-03430900003,2017-02-23,4196,Fareway Stores #987 / Davenport,1635 West 53rd St,Davenport,52806.0,POINT (-90.598191 41.574438),82,SCOTT,1062100.0,Gold Rum,35,BACARDI USA INC,43038,Bacardi Gold Rum,6,1750,15.0,22.5,30,675.0,52.5,13.87
INV-13696900196,2018-08-07,2576,Hy-Vee Wine and Spirits / Storm Lake,1250 N Lake St,Storm Lake,50588,POINT (-95.200758 42.65318400000001),11,BUENA VIST,1081500.0,Triple Sec,434.0,LUXCO INC,86507,Paramount Triple Sec,12,1000,3.84,5.76,2,11.52,2.0,0.52
INV-13974700251,2018-08-21,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613,POINT (-92.435236 42.512789),7,BLACK HAWK,1081100.0,Coffee Liqueurs,370.0,PERNOD RICARD USA,67524,Kahlua Coffee Liqueur,24,375,6.49,9.74,1,9.74,0.37,0.09
INV-27407200079,2020-05-21,5102,Wilkie Liquors,724 1st  St  SE,Mount Vernon,52314.0,POINT (-91.410401 41.918328),57,LINN,1092100.0,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold DSS,12,1000,5.0,7.5,780,5850.0,780.0,206.05
INV-28740400004,2020-07-15,2512,Hy-Vee Wine and Spirits / Iowa City,1720 Waterfront Dr,Iowa City,52240.0,POINT (-91.53046300000001 41.642764),52,JOHNSON,1011600.0,Straight Rye Whiskies,259,Heaven Hill Brands,18096,Evan Williams 1783,12,750,10.99,16.49,36,593.64,27.0,7.13
INV-33754300035,2021-01-25,3488,Bender's Foods,400 S Second,Bellevue,52031.0,POINT (-90.42292 42.255449),49,JACKSON,1062100,Gold Rum,434.0,LUXCO INC,45247,Paramount Gold Rum,12,1000,4.42,6.63,4,26.52,4.0,1.05
INV-33968100015,2021-02-02,5823,Casey's General Store #2431 / Sioux Center,8 7th St NE,Sioux Center,51250.0,POINT (-96.175411 43.084309000000005),84,SIOUX,1091300,Neutral Grain Spirits Flavored,346.0,OLE SMOKY DISTILLERY LLC,86739,Ole Smoky Apple Pie Moonshine 70prf Mini,8,50,8.75,13.13,24,315.12,1.2,0.31
INV-23544100057,2019-11-27,2191,Keokuk Spirits,1013 Main,Keokuk,52632,POINT (-91.387797 40.400038),56,LEE,1091300.0,Neutral Grain Spirits Flavored,346.0,OLE SMOKY DISTILLERY LLC,86839,Ole Smoky Mango Habanero Whiskey,6,750,10.0,15.0,18,270.0,13.5,3.56
S30208900116,2016-01-14,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613739 41.60572),77,Polk,1081370.0,WATERMELON SCHNAPPS,65,Jim Beam Brands,82867,Dekuyper Watermelon Pucker,12,1000,7.62,11.43,48,548.64,48.0,12.68
S30334400043,2016-01-25,2560,Hy-Vee Food Store / Marion,3600 BUSINESS HWY 151 EAST,MARION,52302,,57,Linn,1081315.0,CINNAMON SCHNAPPS,65,Jim Beam Brands,82618,Dekuyper Hot Damn! Pet,6,1750,11.54,17.31,3,51.93,5.25,1.39
S11752700054,2013-04-22,3524,Sam's Club 6568 / Ames,305 AIRPORT RD,AMES,50010,POINT (-93.613648 42.001123),85,Story,1081700.0,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.75,7.13,528,3764.64,528.0,139.48
S31910400009,2016-04-21,4648,Prime Mart / Broadway Waterloo,508 BROADWAY ST,WATERLOO,50703,POINT (-92.345104 42.510573),7,Black Hawk,1051140.0,PEACH BRANDIES,115,"Constellation Wine Company, Inc.",56193,Paul Masson Peach Grande Amber Brandy,24,200,1.96,2.94,24,70.56,4.8,1.27
INV-15067000043,2018-10-16,2549,Hy-Vee Food Store / Indianola,910 N Jefferson,Indianola,50125,,91,WARREN,1091200.0,Neutral Grain Spirits,434,LUXCO INC,41846,Everclear Alcohol,12,750,9.0,13.5,36,486.0,27.0,7.13
INV-15107200023,2018-10-17,4300,Fareway Stores #625 / Oskaloosa,311  3rd Ave W,Oskaloosa,52577,POINT (-92.648062 41.292614),62,MAHASKA,1091100.0,American Distilled Spirit Specialty,513,"Caribbean Distillers, LLC",28066,Mad Hen Fiery Cinnamon,12,375,3.18,4.77,1,4.77,0.37,0.09
S26020300028,2015-06-04,4902,Broadway Liquor,821 BROADWAY ST,WATERLOO,50703,POINT (-92.345144 42.513772),7,Black Hawk,1051140.0,PEACH BRANDIES,115,"Constellation Wine Company, Inc.",56195,Paul Masson Peach Grande Amber Brandy,24,375,3.05,4.58,7,32.06,2.62,0.69
INV-43043300141,2021-12-20,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320.0,POINT (-93.596756 41.553941),77,POLK,1092100,Imported Distilled Spirit Specialty,421,SAZERAC COMPANY  INC,77487,Tortilla Gold DSS,12,1000,4.85,7.28,1320,9609.6,1320.0,348.7
S26386900035,2015-06-24,4308,Keystone Liquor and Wine / Coralvill,517  2ND ST STE 2,CORALVILLE,52241,POINT (-91.574095 41.671543),52,Johnson,1701100.0,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,734,Absolut w/50ml Citron & Mandrin,12,850,11.49,17.24,12,206.88,10.2,2.69
S21724300009,2014-10-13,2662,Hy-Vee Wine & Spirits / Muscatine,"522 MULBERRY, SUITE A",MUSCATINE,52761,POINT (-91.04437 41.426615),70,Muscatine,1701100.0,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,4109,Captain Morgan Original Spiced 1.75L w/CM White 200ml Tray Pack,6,1950,18.0,27.0,6,162.0,11.7,3.09
INV-14112800024,2018-08-28,4589,Dyno's #53 / Sibley,1026 2nd Ave,Sibley,51249,POINT (-95.752119 43.397431),72,OSCEOLA,1081500.0,Triple Sec,434.0,LUXCO INC,86507,Paramount Triple Sec,12,1000,3.84,5.76,4,23.04,4.0,1.05
INV-27706800003,2020-06-04,4677,Costco Wholesale #1111 / Coralville,2900 Heartland Dr,Coralville,52241.0,POINT (-91.61494100000002 41.698028),52,JOHNSON,1011600.0,Straight Rye Whiskies,255,Infinium Spirits,27102,Templeton 4YR Rye,6,750,18.09,27.14,186,5048.04,139.5,36.85
INV-34019200013,2021-02-03,3525,Wines and Spirits,106 W 2nd St,Washington,52353.0,POINT (-91.692214 41.300399),92,WASHINGTON,1092100,Imported Distilled Spirit Specialty,55.0,SAZERAC NORTH AMERICA,76227,Montezuma Blue,12,1000,4.66,6.99,1140,7968.6,1140.0,301.15
INV-34197300004,2021-02-10,2522,Hy-Vee Wine and Spirits / Spirit Lake,Hwy 9 & 71,Spirit Lake,51360.0,,30,DICKINSON,1041200,Flavored Gin,322.0,Prestige Wine & Spirits Group / United States Distilled Products Co,33111,Indoggo Strawberry Gin Mini,6,50,13.92,20.88,3,62.64,0.15,0.03
S06824700020,2012-07-30,4007,Brockmans,109 E MAIN ST,OSSIAN,52161,POINT (-91.7643 43.145526000000004),96,Winneshiek,1081010.0,AMERICAN AMARETTO,434,Luxco-St Louis,76487,Paramount Amaretto,12,1000,4.04,6.06,4,24.24,4.0,1.06
S19957700168,2014-07-08,2544,Hy-Vee Food Store / Marshalltown,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,Marshall,1081380.0,MISCELLANEOUS SCHNAPPS,55,Sazerac North America,84172,99 Bananas Mini,10,600,5.94,8.91,120,1069.2,72.0,19.02
S30670300002,2016-02-11,5155,New Star  /  Ansborough Ave,"1459, ANSBOROUGH AVE",WATERLOO,50701,POINT (-92.376863 42.493091),7,Black Hawk,1052100.0,,420.0,"Moet Hennessy USA, Inc.",48099,Hennessy VS,24,200,5.74,8.61,24,206.64,4.8,1.27
